sender,content
arnold-j,membership body shop downstairs cancel please j
arnold-j,speed eol message monday move algorithms dave tom moran
arnold-j,john
arnold-j,slafontaine john arnold subject contangos vs winter putspds
arnold-j,mark sagel msagel pm john arnold jarnold subject natural gas update
arnold-j,bill berkeland corp enron john arnold hou ect jennifer shipos hou ect subject ng year end quiz
arnold-j,kevin mcgowan enron john arnold hou ect subject
arnold-j,ina rangel john arnold hou ect subject follow
arnold-j,heather robertson hrobertson pm john arnold subject young john
arnold-j,yesterday aquilla sold march hehub please change nymex
arnold-j,thought know john
arnold-j,couldnt took minutes alarm wake
arnold-j,sarah wesner john arnold hou ect subject abn
arnold-j,slafontaine john arnold subject summer inverses
arnold-j,andrew fairley john arnold hou ect subject trip houston
arnold-j,john arnold hou ect mike maggi corp enron brian hoskins enron communications communications dutch quigley hou ect errol mclaughlin corp enron sherry dawson na enron laura vargas corp enron subject desk dinner
arnold-j,david p dupre pm john arnold hou ect mike maggi corp enron subject tickets
arnold-j,ina rangel pm john arnold hou ect subject access training please respond
arnold-j,steve list slist pm jarnold jarnold subject fw trading
arnold-j,jeanie slone john arnold hou ect subject john griffith
arnold-j,john arnold hou ect subject lng
arnold-j,sarah wesner john arnold hou ect subject margin lines
arnold-j,dave need favor trying create internal cal product power guys product controls saying take week monday get created way speed
arnold-j,adam bayer adam r bayer pm john arnold subject today
arnold-j,mark sagel msagel pm john arnold jarnold subject natural update
arnold-j,mark frevert mark haedicke
arnold-j,john would like come talk couple people gas floor possible position road assistant ina rangle going schedule couple interviews please coordinate john
arnold-j,bot
arnold-j,free talk afternoon want
arnold-j,jennifer white jenwhite john arnold subject ooops
arnold-j,john arnold hou ect subject subscription
arnold-j,brad mckay hou ect john arnold hou ect caroline abramo corp enron subject credit suisse first boston
arnold-j,thx john
arnold-j,dinner drinks tonight
arnold-j,pm brenda flores cuellar brenda flores cuellar brenda flores cuellar pm pm jeffrey shankman hou ect john arnold hou ect subject fw bumping husband
arnold-j,larry may pm stephanie sever hou ect john arnold hou ect fletcher j sturm hou ect subject options
arnold-j,john arnold hou ect subject market opinion aga
arnold-j,karen arnold klarnold pm john arnold subject smith barney
arnold-j,john j lavorato john arnold hou ect subject
arnold-j,andy zipper pm john arnold hou ect subject sunday
arnold-j,margaret allen pm john arnold hou ect subject
arnold-j,jim apologize comment order knew like market last night surprised buyer morning style change views quickly tend trade longer term view line comment happen john
arnold-j,john arnold hou ect subject admin issues
arnold-j,slafontaine pm jarnold subject power gen
arnold-j,ok
arnold-j,jim schwieger pm john arnold hou ect subject
arnold-j,zerilli frank fzerilli jarnold jarnold subject article picture though
arnold-j,took wrong checkbook work friday call courier monday hopefully john
arnold-j,jennifer fraser enron pm john arnold hou ect subject ng views wager
arnold-j,heather robertson hrobertson pm john arnold subject young john
arnold-j,ina telerate computer home working get fixed john
arnold-j,hey got email call anytime obviously read email often
arnold-j,jeannine peaker jeannine peaker pm john arnold hou ect subject subject
arnold-j,caroline abramo john arnold hou ect per sekse ny ect subject microphone houston
arnold-j,coo either objection using cantor otc broker
arnold-j,sarah wesner john arnold hou ect dutch quigley hou ect subject
arnold-j,club seats extra wide extra leg room extra waitresses
arnold-j,andy briefed lavorato credit issues comment bradford going defcom california right give week things start get sorted john
arnold-j,v x z f
arnold-j,slafontaine pm jarnold subject mkts
arnold-j,rory mccauley rory mcauley pm jarnold jarnold subject enjoy bud
arnold-j,mailreply mailreply jarnold subject sydney olympics idrc
arnold-j,kim ward enron pm john arnold hou ect subject
arnold-j,z zyft please respond zyft john arnold subject test
arnold-j,game
arnold-j,awfully close
arnold-j,herve duteil pm john arnold anthony lonardo carmen martinez ranjeet bhatia subject cancellation eol deal
arnold-j,ben jeff shankman gave name assumed jeff old responsibilities head natural gas derivatives trading group broker edf man supplies us million margin financing every night trying clean books end quarter year sep asked post million overnight th last year well please advise john
arnold-j,eva pao epao pm please respond epao john arnold subject right
arnold-j,caroline abramo john arnold hou ect mike maggi corp enron jennifer fraser hou ect per sekse ny ect subject fund views
arnold-j,john j lavorato enron john arnold hou ect subject
arnold-j,mary cook pm john arnold hou ect sarah wesner corp enron subject give agreements banc one
arnold-j,q u v fly yesterday
arnold-j,slafontaine john arnold subject mkts
arnold-j,margaret allen pm john arnold hou ect subject
arnold-j,jennifer shipos pm john arnold hou ect subject
arnold-j,slafontaine pm jarnold subject eia power demand
arnold-j,caroline abramo pm john arnold hou ect subject smith barney aaa
arnold-j,dutch increase position subsequent position limit violation due two factors first long position moved long term exotics book due nature position currently using ltx hold longer term strategic positions large increase position reflection view market second large customer transaction originated fred lagrasta group transacted end day monday able hedged morning hence large position increase occurred yesterday position corresponding decrease occurred today john
arnold-j,karen arnold klarnold pm john arnold matthew arnold subject
arnold-j,sarah wesner pm john arnold hou ect subject
arnold-j,kristin gandy mark koenig corp enron kevin garland enron communications communications jonathan davis hou ect jian miao enron development ed wood hou ect jun wang enron communications communications miguel vasquez hou ect lee jackson hou ect amber hamby corp enron jay hawthorn enron communications communications joe gordon corp enron susan edison enron communications communications vikas dwivedi na enron mark courtney hou ect monica rodriguez enron communications communications seung taek oh na enron john arnold hou ect andy zipper corp enron george mcclellan hou ect david oxley hou ect subject vanderbilt presentation golf tournament
arnold-j,smith foster smithf jarnold jarnold subject
arnold-j,john arnold hou ect subject
arnold-j,john arnold hou ect timothy norton hou ect john griffith corp enron dutch quigley hou ect subject smud deal asian options
arnold-j,edie leschber enron john arnold hou ect subject march q reporting package
arnold-j,cute girlfriends
arnold-j,david p dupre pm john arnold hou ect subject guest
arnold-j,change nymex
arnold-j,kimberly interest accompanying maggi bd party sat nite
arnold-j,clayton vernon enron pm john arnold hou ect subject turf
arnold-j,boys sorry able attend last night appreciate efforts make book successful quite company take respective wives swap care weekend try keep per couple keep good work john
arnold-j,jay
arnold-j,minute sometime today please stop john
arnold-j,reminder drinks monday night
arnold-j,gregory carraway pm john arnold hou ect subject
arnold-j,options either leave work watch get haircut minutes pick around
arnold-j,john j lavorato john arnold hou ect subject
arnold-j,margaret allen pm john arnold hou ect subject date
arnold-j,phil clifford pm john arnold hou ect subject west africa
arnold-j,free today go aga model
arnold-j,vince j kaminski john arnold hou ect vince j kaminski hou ect tanya tamarchenko hou ect jim schwieger hou ect jeffrey shankman hou ect subject var
arnold-j,hey sorry taken days respond think worse idea seems us nothing good come either professionally personally still regard good friend nothing changed think need act weird around going forward something think wanted try maybe best left though john
arnold-j,frank sep basis positions roll john
arnold-j,open today would open
arnold-j,john arnold hou ect subject
arnold-j,karen arnold klarnold pm john arnold matthew arnold subject friday
arnold-j,margaret allen john arnold hou ect subject guggenheim museum
arnold-j,john arnold hou ect subject
arnold-j,matthew arnold enron john arnold hou ect subject
arnold-j,andrew thomas athomas pm matthew arnold john arnold subject
arnold-j,andy zipper enron pm john arnold hou ect subject
arnold-j,andy zipper john arnold hou ect subject
arnold-j,sold q u pop looking
arnold-j,andy zipper john arnold hou ect subject nymex converter nov
arnold-j,john
arnold-j,john arnold hou ect subject confirmation march executive forum
